,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,AGE,BUILD_YEAR,SALES_PRICE,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Other
363,1,1575,2,2,4,2,1,2,2,6,9,2001,9894250,0,1,0
364,3,802,1,1,3,3,0,2,1,6,9,1998,7968490,0,0,1
365,7,1846,2,1,5,4,0,3,1,4,34,1973,12403760,0,0,1
366,3,759,1,1,2,5,0,4,2,5,15,1996,8149280,0,0,1
367,5,2060,3,2,5,3,0,3,2,5,30,1981,16012600,1,0,0
368,5,1503,2,1,4,1,1,2,3,6,19,1993,11121040,0,0,1
369,4,1853,3,2,5,1,1,2,1,5,49,1961,9462230,0,1,0
370,7,1739,1,1,4,5,1,2,2,5,37,1975,20477590,1,0,0
371,1,766,1,1,2,2,1,2,2,6,50,1960,8755500,1,0,0
372,3,857,1,1,3,3,1,4,1,5,26,1981,8471590,0,0,1
373,7,1887,2,1,5,1,0,1,3,6,39,1974,13024030,0,1,0
374,1,1502,2,2,4,4,0,3,1,6,7,2004,8215250,0,1,0
375,4,1568,2,1,4,2,0,2,1,1,30,1979,6361850,0,0,1
376,3,918,1,1,3,1,0,2,1,6,22,1985,10929300,1,0,0
377,2,1289,2,2,4,4,0,4,3,4,40,1969,14634500,1,0,0
378,5,1941,3,2,5,5,0,2,3,6,20,1990,12228420,0,0,1
379,4,1730,2,1,4,3,1,2,1,5,23,1983,10494410,0,0,1
380,4,1513,2,1,4,4,1,1,3,1,27,1977,12350640,1,0,0
381,4,1762,2,1,4,2,1,2,1,4,24,1982,9071080,0,1,0
382,6,1970,2,1,5,1,1,4,1,4,33,1979,12450910,0,1,0
383,4,1702,2,1,4,3,0,3,1,3,45,1965,12225650,1,0,0
384,4,1726,2,1,4,1,0,3,1,2,21,1983,6804640,0,1,0
385,3,1243,2,1,4,2,1,3,3,5,9,2004,15495150,1,0,0
386,4,1550,2,1,4,1,1,1,3,1,14,1990,12456680,1,0,0
387,5,1830,3,2,5,5,1,4,3,4,14,1996,16312280,1,0,0
388,1,1435,2,2,4,3,1,2,3,6,33,1978,9753250,0,1,0
389,4,1729,2,1,4,1,1,1,2,4,5,2005,10629750,0,0,1
390,7,1572,1,1,4,5,1,4,3,6,18,1989,20715860,1,0,0
391,3,1145,1,1,3,5,1,3,3,4,16,1995,14297200,1,0,0
392,3,1043,1,1,3,3,1,1,1,4,30,1984,8317410,0,0,1
393,1,1332,1,1,3,4,0,3,2,6,44,1965,8261500,0,0,1
394,1,608,1,1,2,2,1,1,1,3,15,1996,6206250,1,0,0
395,2,676,1,1,2,1,1,3,1,3,31,1980,8400465,1,0,0
396,4,1685,2,1,4,5,1,2,3,4,36,1974,11104320,0,0,1
397,2,658,1,1,2,5,0,2,3,2,39,1968,6083885,0,0,1
398,3,1008,1,1,3,5,0,2,2,5,32,1975,8836160,0,0,1
399,6,1924,2,1,5,2,0,1,1,6,31,1979,13620040,0,0,1
400,5,2112,3,2,5,5,0,3,3,4,13,1996,16756460,1,0,0
401,3,917,1,1,3,4,1,3,3,4,37,1972,11889950,1,0,0
402,1,1353,2,2,4,3,1,1,1,5,8,2002,8573875,0,0,1
403,6,1694,1,1,4,3,1,4,2,5,20,1990,14054970,0,0,1
404,6,1625,1,1,4,5,1,4,1,4,43,1964,18316110,1,0,0
405,6,1882,2,1,5,4,1,4,1,5,5,2008,14761860,0,0,1
406,7,1924,2,1,5,4,1,4,1,6,23,1990,22123260,1,0,0
407,3,894,1,1,3,3,0,2,1,6,28,1984,10882400,1,0,0
408,1,904,1,1,3,4,1,3,1,5,40,1971,6863000,0,0,1
409,2,1279,2,2,4,5,0,2,3,4,34,1976,9792910,0,1,0
410,4,1547,2,1,4,3,0,1,3,6,47,1965,10090590,0,0,1
411,1,626,1,1,2,2,0,4,2,4,25,1985,5072750,0,1,0
412,7,1673,1,1,4,1,0,3,1,6,44,1970,12156320,0,0,1
413,3,1296,2,1,4,1,1,2,3,4,14,1999,10741020,0,0,1
414,5,2194,3,2,5,1,0,3,3,4,6,2002,16805520,1,0,0
415,5,1678,2,1,4,1,0,2,2,5,16,1995,13586120,1,0,0
416,3,702,1,1,2,5,1,1,1,6,18,1994,8021300,0,1,0
417,2,1067,1,1,3,1,1,1,1,4,27,1981,7960405,0,1,0
418,3,980,1,1,3,2,1,2,2,4,25,1985,11847350,1,0,0
419,5,1989,3,2,5,5,1,2,2,6,20,1989,11985600,0,1,0
420,3,1257,2,1,4,4,0,3,2,5,35,1979,13788450,1,0,0
421,3,1069,1,1,3,4,1,4,3,4,21,1993,10080280,0,0,1
422,1,606,1,1,2,3,0,2,1,5,13,1998,6564750,1,0,0
423,1,1449,2,2,4,1,1,2,3,5,36,1975,8861500,0,1,0
424,1,1154,1,1,3,2,0,3,2,6,12,1997,7880000,0,1,0
425,2,927,1,1,3,2,0,2,3,6,33,1978,12682895,1,0,0
426,1,1613,2,2,4,2,1,1,3,5,31,1979,10169625,0,0,1
427,4,1851,3,2,5,5,1,4,3,6,55,1953,11959100,0,1,0
428,4,1511,2,1,4,2,0,3,1,2,45,1962,10391900,1,0,0
429,5,1765,2,1,4,3,0,2,2,4,29,1983,9338880,0,0,1
430,1,1238,1,1,3,4,1,1,1,6,17,1994,11329750,1,0,0
431,3,934,1,1,3,2,1,1,3,4,23,1991,8469050,0,1,0
432,3,754,1,1,2,2,1,3,2,5,36,1977,7705800,0,1,0
433,7,1736,1,1,4,1,1,4,2,5,10,2002,14057180,0,0,1
434,3,980,1,1,3,3,1,2,3,4,33,1974,8621500,0,1,0
435,1,1299,1,1,3,5,0,3,2,3,46,1965,9338500,1,0,0
436,1,849,1,1,2,4,0,3,2,4,36,1974,5668875,0,0,1
437,5,1450,2,1,4,5,1,4,2,4,21,1989,10040420,0,0,1
438,7,1634,1,1,4,1,1,3,2,6,31,1982,12730270,0,1,0
439,1,1320,1,1,3,5,1,2,2,3,6,2004,11071500,1,0,0
440,3,769,1,1,2,5,1,1,1,4,7,2004,7261650,0,1,0
441,1,1150,1,1,3,1,1,3,3,3,32,1979,6982000,0,1,0
442,3,908,1,1,3,4,0,4,2,4,36,1971,7546960,0,0,1
443,1,1668,2,2,4,3,1,1,3,4,6,2003,13650500,1,0,0
444,5,1990,3,2,5,5,0,2,3,4,6,2002,10652120,0,1,0
445,6,1857,2,1,5,4,0,2,3,4,35,1978,13378610,0,0,1
446,5,2061,3,2,5,1,1,2,3,5,14,1995,17265880,1,0,0
447,5,1668,2,1,4,3,0,4,3,5,11,1997,10044620,0,1,0
448,5,1444,2,1,4,4,0,4,3,5,26,1984,9153720,0,1,0
449,3,1121,1,1,3,1,1,2,2,4,29,1985,9089520,0,0,1
450,5,1514,2,1,4,4,1,2,2,4,23,1985,9075660,0,1,0
451,3,1256,2,1,4,3,1,4,1,5,4,2004,9957800,0,1,0
452,1,672,1,1,2,3,1,2,1,4,19,1990,5805250,0,0,1
453,2,908,1,1,3,2,1,4,3,5,37,1971,13087155,1,0,0
454,1,1631,2,2,4,4,1,1,2,5,18,1992,9314000,0,1,0
455,2,1001,1,1,3,4,1,4,3,5,37,1972,10533755,0,0,1
456,4,1618,2,1,4,4,0,4,2,1,48,1958,11462310,1,0,0
457,5,2340,4,2,6,5,1,2,2,4,20,1991,12948200,0,0,1
458,1,1159,1,1,3,5,0,3,1,4,50,1962,6149625,0,0,1
459,4,1775,2,1,4,3,1,4,2,4,25,1986,11031600,0,0,1
460,3,1008,1,1,3,1,0,2,3,6,19,1991,12713050,1,0,0
461,4,1563,2,1,4,4,1,4,2,6,12,1998,15664740,1,0,0
462,5,1723,2,1,4,4,1,4,3,5,6,2005,11265520,0,1,0
463,4,1543,2,1,4,4,0,1,1,6,47,1959,12900790,1,0,0
464,3,1231,2,1,4,5,0,1,3,5,29,1978,10271420,0,0,1
465,7,1995,2,1,5,2,0,3,2,5,32,1981,14154840,0,0,1
466,5,2113,3,2,5,5,0,2,2,6,28,1982,12160420,0,0,1
467,7,1849,2,1,5,1,1,3,3,6,24,1990,22084180,1,0,0
468,3,1095,1,1,3,5,1,2,2,4,12,1999,9953350,0,0,1
469,1,1057,1,1,3,5,0,3,2,4,46,1965,8788500,1,0,0
470,1,841,1,1,2,1,1,3,3,3,25,1984,6266250,0,1,0
471,2,693,1,1,2,5,1,1,3,2,34,1977,6879510,0,1,0
472,6,1666,1,1,4,1,0,4,3,5,24,1988,11991280,0,1,0
473,7,1517,1,1,4,5,1,4,3,6,43,1967,19817860,1,0,0
474,6,1854,2,1,5,2,0,4,3,4,43,1965,19766360,1,0,0
475,2,789,1,1,2,3,0,4,2,1,38,1971,8098070,1,0,0
476,3,760,1,1,2,3,1,1,2,5,4,2005,8274000,0,1,0
477,3,1137,1,1,3,2,0,4,2,4,11,1997,8912540,0,0,1
478,6,1687,1,1,4,2,1,1,3,4,13,2001,19609810,1,0,0
479,1,984,1,1,3,2,1,3,1,2,13,1997,5340750,0,1,0
480,1,1662,2,2,4,3,0,4,3,4,14,1996,12825500,1,0,0
481,2,1065,1,1,3,5,0,3,2,3,19,1990,8717385,0,0,1
482,5,1621,2,1,4,2,0,2,2,6,29,1980,9928200,0,0,1
483,3,703,1,1,2,4,1,2,1,6,21,1989,8231860,0,0,1
484,3,1221,2,1,4,3,0,2,3,5,34,1980,9833270,0,0,1
485,5,1577,2,1,4,2,0,3,3,4,11,2000,13277420,1,0,0
486,3,989,1,1,3,4,1,3,2,6,4,2006,10613930,0,0,1
487,5,1368,2,1,4,5,1,4,3,5,28,1982,10801520,0,0,1
488,5,2365,4,2,6,2,1,3,2,5,30,1978,18637600,1,0,0
489,6,1525,1,1,4,4,0,4,2,5,32,1983,17566590,1,0,0
490,2,1180,1,1,3,5,1,3,2,3,19,1993,9397585,0,1,0
491,1,1122,1,1,3,3,0,3,3,3,18,1992,6889250,0,0,1
492,6,1775,1,1,4,1,1,4,2,4,33,1977,19512010,1,0,0
493,6,1877,2,1,5,2,0,4,1,5,30,1979,13064510,0,0,1
494,3,760,1,1,2,3,0,4,3,6,17,1990,8386750,0,1,0
495,5,2297,4,2,6,2,0,4,2,4,17,1992,11569680,0,0,1
496,1,787,1,1,2,1,1,2,3,5,9,2003,7825375,0,0,1
497,5,2317,4,2,6,3,0,3,2,4,28,1983,10502160,0,1,0
498,1,749,1,1,2,2,1,2,3,2,34,1975,5286000,0,1,0
499,4,1616,2,1,4,2,0,3,2,6,14,1995,9794230,0,1,0
500,2,1284,2,2,4,3,1,2,2,4,25,1987,9885575,0,1,0
501,3,756,1,1,2,3,1,1,1,6,38,1975,10478100,1,0,0
502,3,1238,2,1,4,4,0,1,2,6,34,1974,9345900,0,1,0
503,3,1236,2,1,4,3,1,3,2,4,31,1982,9314050,0,1,0
504,7,1664,1,1,4,4,0,4,2,6,42,1969,13251910,0,0,1
505,6,1537,1,1,4,4,0,3,2,6,19,1994,18331880,1,0,0
506,4,1731,2,1,4,1,0,3,2,4,44,1961,13478680,1,0,0
507,3,929,1,1,3,5,1,3,2,4,4,2006,8907400,0,1,0
508,3,786,1,1,2,4,0,1,3,6,20,1988,8185800,0,1,0
509,1,1370,2,2,4,5,1,3,2,4,14,1995,9125250,0,0,1
510,1,1685,2,2,4,3,0,3,3,2,39,1971,6922750,0,1,0
511,7,1549,1,1,4,5,0,2,2,6,30,1978,12133650,0,1,0
512,6,1539,1,1,4,5,1,1,2,4,18,1996,18200410,1,0,0
513,6,1898,2,1,5,3,0,2,1,6,42,1965,13485130,0,0,1
514,3,918,1,1,3,1,1,3,2,4,5,2002,11762550,1,0,0
515,3,774,1,1,2,3,1,4,2,6,36,1973,9104380,0,0,1
516,3,1072,1,1,3,1,0,4,3,4,37,1971,11935950,1,0,0
517,3,1239,2,1,4,5,1,1,3,4,22,1986,10881130,0,0,1
518,5,1362,2,1,4,5,0,2,3,4,27,1984,12146740,1,0,0
519,7,1785,1,1,4,1,1,2,3,5,32,1982,14128990,0,0,1
520,5,2181,3,2,5,2,1,2,3,5,30,1978,11821400,0,1,0
521,5,2033,3,2,5,3,1,2,2,6,29,1979,12528840,0,0,1
522,2,952,1,1,3,1,0,3,3,2,23,1987,10552045,1,0,0
523,3,1066,1,1,3,3,0,4,1,6,30,1985,12406100,1,0,0
524,3,1153,1,1,3,1,1,4,2,6,30,1978,14377300,1,0,0
525,4,1849,3,2,5,1,1,1,1,4,15,1996,9487400,0,1,0
526,1,1095,1,1,3,1,1,1,1,3,32,1977,5472500,0,1,0
527,2,1100,1,1,3,1,1,4,1,6,33,1976,10252895,0,0,1
528,2,1300,2,2,4,3,0,4,3,6,27,1984,10989305,0,1,0
529,7,1806,2,1,5,4,0,4,2,4,32,1979,11838240,0,1,0
530,6,1897,2,1,5,2,0,2,2,5,12,1995,12624040,0,1,0
531,3,1121,1,1,3,1,0,4,3,4,23,1984,8288050,0,1,0
532,2,985,1,1,3,1,0,2,2,5,31,1975,11903865,1,0,0
533,4,1782,2,1,4,3,1,4,3,2,20,1985,10274050,0,0,1
534,6,1582,1,1,4,5,0,1,2,4,26,1985,17398770,1,0,0
535,3,1225,2,1,4,3,1,2,1,5,6,2001,9680500,0,1,0
536,5,1727,2,1,4,5,1,3,3,6,23,1987,11855060,0,1,0
537,4,1712,2,1,4,5,1,1,2,5,18,1986,15849210,1,0,0
538,2,1089,1,1,3,2,1,3,1,3,21,1985,8585715,0,0,1
539,4,1532,2,1,4,2,0,1,2,3,53,1958,11452010,1,0,0
540,5,1301,1,1,3,3,1,4,3,4,14,1997,9675500,0,0,1
541,2,812,1,1,3,3,0,4,1,3,30,1978,6285850,0,0,1
542,3,863,1,1,3,2,0,4,3,5,37,1973,7813750,0,1,0
543,4,1686,2,1,4,4,1,3,1,6,32,1978,10094840,0,1,0
544,1,1332,1,1,3,4,0,3,2,6,37,1975,11235750,1,0,0
545,3,969,1,1,3,4,1,4,3,6,37,1975,13556150,1,0,0
546,2,1300,2,2,4,4,0,3,2,4,35,1975,9023925,0,1,0
547,1,593,1,1,2,4,1,1,3,1,14,1998,4863375,0,0,1
548,3,809,1,1,3,3,0,3,2,4,36,1975,6511200,0,1,0
549,1,1105,1,1,3,4,1,3,1,4,7,2004,7511125,0,0,1
550,1,542,1,1,2,4,0,2,2,1,35,1974,3013500,0,0,1
551,1,1608,2,2,4,3,0,1,3,6,21,1989,9243750,0,1,0
552,5,2271,4,2,6,3,0,3,3,4,13,1998,17422860,1,0,0
553,5,1915,3,2,5,1,0,4,3,4,10,2000,9917200,0,1,0
554,5,2152,3,2,5,1,0,3,2,6,30,1980,16834800,1,0,0
555,2,1068,1,1,3,5,0,2,2,2,39,1968,7586885,0,0,1
556,4,1810,3,2,5,4,0,4,2,4,54,1955,8907630,0,1,0
557,4,1939,3,2,5,5,1,2,1,1,16,1990,9519320,0,0,1
558,6,1905,2,1,5,3,0,1,1,6,25,1985,20591900,1,0,0
559,3,1057,1,1,3,3,1,4,1,4,29,1986,8111350,0,1,0
560,4,1920,3,2,5,2,1,3,2,5,41,1970,16484920,1,0,0
561,7,1577,1,1,4,3,0,2,3,5,10,2003,11992650,0,1,0
562,1,787,1,1,2,1,1,1,2,2,16,1996,5256625,0,0,1
563,7,1916,2,1,5,3,1,1,3,6,34,1978,14715230,0,1,0
564,5,1527,2,1,4,1,1,4,2,6,22,1986,10829380,0,0,1
565,3,1248,2,1,4,2,0,4,3,5,20,1994,9747000,0,1,0
566,4,1555,2,1,4,1,0,2,3,5,44,1963,8762530,0,1,0
567,5,2323,4,2,6,5,0,4,2,4,27,1985,17529340,1,0,0
568,3,961,1,1,3,3,1,4,2,5,18,1988,9198300,0,1,0
569,3,849,1,1,3,3,0,3,2,6,11,2003,8823380,0,0,1
570,4,1938,3,2,5,4,1,4,3,1,25,1979,15317750,1,0,0
571,3,1147,1,1,3,3,0,4,3,6,40,1973,10152390,0,0,1
572,6,1976,2,1,5,3,1,2,3,5,14,1994,22829130,1,0,0
573,1,973,1,1,3,1,0,1,2,5,6,2004,6878875,0,0,1
574,5,1472,2,1,4,1,1,4,3,6,7,2001,11506980,0,0,1
575,6,1689,1,1,4,4,0,4,2,6,28,1981,13454780,0,0,1
576,1,1208,1,1,3,2,1,4,2,6,12,1998,12048000,1,0,0
577,2,1268,2,2,4,4,0,4,1,6,15,1996,10769525,0,0,1
578,7,1640,1,1,4,1,0,3,1,4,9,1998,10342830,0,1,0
579,2,635,1,1,2,4,1,2,1,2,16,1993,5597240,0,1,0
580,4,1996,3,2,5,3,1,3,3,4,26,1984,11307820,0,1,0
581,5,2404,4,2,6,4,0,4,2,4,21,1987,11040620,0,1,0
582,4,1675,2,1,4,4,1,4,1,3,51,1959,13190720,1,0,0
583,3,797,1,1,2,4,0,2,1,5,16,1993,7160890,0,0,1
584,1,1256,1,1,3,1,0,1,2,2,20,1992,5643000,0,0,1
585,7,1938,2,1,5,4,1,1,3,4,6,2006,22181670,1,0,0
586,3,757,1,1,2,3,1,4,2,6,34,1978,11415700,1,0,0
587,1,520,1,1,2,1,0,1,2,5,32,1977,4849000,0,1,0
588,1,878,1,1,2,2,1,2,3,6,23,1987,10387250,1,0,0
589,2,927,1,1,3,3,1,1,3,1,18,1991,10889570,1,0,0
590,4,1751,2,1,4,1,1,4,2,5,23,1982,10358610,0,1,0
591,3,764,1,1,2,3,0,2,3,6,30,1982,8476180,0,0,1
592,4,1674,2,1,4,5,0,4,1,3,24,1985,13098030,1,0,0
593,4,1681,2,1,4,2,1,1,3,5,14,1993,10644830,0,1,0
594,6,1976,2,1,5,5,0,2,2,5,31,1978,21473270,1,0,0
595,6,1505,1,1,4,4,0,1,1,4,21,1987,9630420,0,1,0
596,1,888,1,1,2,4,0,4,2,5,19,1990,6428250,0,1,0
597,4,1680,2,1,4,2,1,1,1,1,7,2001,7418190,0,1,0
598,1,631,1,1,2,2,1,2,3,4,23,1987,6543375,0,0,1
599,3,1227,2,1,4,1,1,3,2,6,5,2007,10787350,0,1,0
600,1,1124,1,1,3,3,1,1,2,5,41,1971,7827250,0,0,1
601,6,1962,2,1,5,2,1,1,2,6,30,1977,22449450,1,0,0
602,3,1261,2,1,4,1,0,2,2,5,12,1997,9718570,0,0,1
603,3,1164,1,1,3,2,0,2,2,6,40,1968,13271000,1,0,0
604,5,1313,1,1,3,4,1,4,3,4,6,2003,9414520,0,1,0
605,7,1723,1,1,4,5,1,4,1,5,39,1971,19909630,1,0,0
606,2,1144,1,1,3,4,1,2,3,5,37,1970,14926255,1,0,0
607,4,1740,2,1,4,5,1,4,2,6,23,1987,16803310,1,0,0
608,3,1163,1,1,3,1,1,2,2,6,31,1978,10471560,0,0,1
609,3,708,1,1,2,1,0,2,3,6,14,1996,7745900,0,1,0
610,4,1855,3,2,5,1,0,4,2,2,54,1956,7603630,0,1,0
611,1,563,1,1,2,2,0,4,2,6,48,1963,7116000,1,0,0
612,6,1768,1,1,4,5,1,2,2,6,38,1971,14739250,0,0,1
613,1,943,1,1,3,1,1,3,2,2,10,2001,5796000,0,1,0
614,3,931,1,1,3,3,0,3,1,6,36,1972,7520800,0,1,0
615,3,1127,1,1,3,5,1,3,2,5,36,1974,9701800,0,1,0
616,5,1629,2,1,4,2,0,4,2,6,28,1981,14192960,1,0,0
617,6,1656,1,1,4,3,1,3,3,6,17,1991,14920370,0,0,1
618,7,1676,1,1,4,2,1,4,2,5,11,2003,12961070,0,1,0
619,3,856,1,1,3,5,0,2,3,5,31,1979,8191250,0,1,0
620,4,1663,2,1,4,5,1,4,1,4,11,1996,14684370,1,0,0
621,6,1905,2,1,5,5,1,1,2,4,30,1980,13152750,0,1,0
622,1,861,1,1,2,5,1,3,2,5,7,2004,8245625,0,0,1
623,3,1183,1,1,3,4,1,2,2,4,30,1982,9627210,0,0,1
624,1,1352,2,2,4,3,1,2,3,3,43,1968,10937250,1,0,0
625,6,1510,1,1,4,4,0,2,2,4,39,1972,10975430,0,0,1
626,3,987,1,1,3,1,1,3,2,6,19,1989,9963440,0,0,1
627,1,1245,1,1,3,3,1,4,2,3,16,1995,7830375,0,0,1
628,3,1144,1,1,3,2,0,2,1,4,12,2000,7464800,0,1,0
629,3,790,1,1,2,2,0,3,2,5,34,1977,6846100,0,1,0
630,5,1736,2,1,4,1,1,2,2,6,23,1986,11252380,0,0,1
631,4,1950,3,2,5,3,1,2,3,5,45,1966,11266200,0,1,0
632,5,2186,3,2,5,3,1,2,2,5,18,1993,17733960,1,0,0
633,2,843,1,1,3,4,0,1,2,6,26,1986,8335390,0,1,0
634,2,1022,1,1,3,5,0,3,3,4,10,1998,9036250,0,1,0
635,5,2397,4,2,6,4,0,3,2,4,25,1987,11770840,0,0,1
636,3,1083,1,1,3,1,0,1,3,6,33,1974,9519460,0,0,1
637,2,923,1,1,3,3,0,1,1,2,34,1977,8984810,1,0,0
638,6,1958,2,1,5,2,1,4,2,6,25,1986,22744800,1,0,0
639,2,631,1,1,2,1,1,2,3,5,22,1989,8141330,0,1,0
640,6,1829,2,1,5,4,0,1,1,6,35,1972,19806350,1,0,0
641,5,2228,4,2,6,5,0,3,2,6,23,1988,11966860,0,1,0
642,6,1969,2,1,5,5,1,1,3,4,21,1986,15342740,0,0,1
643,3,1128,1,1,3,2,0,4,3,5,13,1995,9985710,0,0,1
644,2,922,1,1,3,3,0,1,2,2,37,1973,6442655,0,0,1
645,3,1141,1,1,3,5,1,4,2,4,16,1994,13883800,1,0,0
646,4,1537,2,1,4,3,0,4,3,5,9,1997,9920630,0,1,0
647,2,720,1,1,2,5,1,1,2,5,23,1985,11427045,1,0,0
648,5,2175,3,2,5,4,0,2,2,5,8,2003,11790660,0,0,1
649,2,1152,1,1,3,5,1,2,1,1,10,1998,8235750,0,0,1
650,5,2278,4,2,6,5,1,3,2,5,17,1992,12527740,0,1,0
651,5,2460,4,2,6,1,1,3,2,5,7,2002,19389140,1,0,0
652,4,1940,3,2,5,4,1,4,3,5,19,1988,17797530,1,0,0
653,1,693,1,1,2,3,0,3,2,3,29,1981,4680125,0,0,1
654,3,966,1,1,3,4,0,4,3,5,5,2009,8952550,0,1,0
655,2,898,1,1,3,3,1,2,2,5,12,1999,9350380,0,1,0
656,2,918,1,1,3,3,0,4,3,1,35,1975,9876540,1,0,0
657,6,1918,2,1,5,4,0,1,1,4,15,1996,19609850,1,0,0
658,5,2333,4,2,6,4,0,2,2,4,15,1996,17171100,1,0,0
659,1,768,1,1,2,3,1,1,2,2,28,1982,4855000,0,1,0
660,3,783,1,1,2,1,1,4,3,5,13,2000,9165460,0,0,1
661,6,1661,1,1,4,3,0,4,2,6,28,1986,12356960,0,1,0
662,3,958,1,1,3,3,1,4,2,5,34,1981,12473300,1,0,0
663,2,1276,2,2,4,1,0,3,1,3,12,1997,12858080,1,0,0
664,5,1877,3,2,5,4,1,4,2,4,23,1986,15665660,1,0,0
665,6,1845,2,1,5,1,1,1,1,5,44,1971,12053080,0,1,0
666,5,1533,2,1,4,5,1,2,2,4,20,1990,9357800,0,1,0
667,3,1257,2,1,4,5,1,4,3,6,5,2007,12851040,0,0,1
668,1,1353,2,2,4,4,1,3,3,5,31,1979,9109750,0,1,0
669,4,1672,2,1,4,3,1,2,2,1,44,1963,7512030,0,1,0
670,3,1097,1,1,3,4,1,4,1,4,15,1992,12764450,1,0,0
671,5,1986,3,2,5,2,1,3,2,4,20,1991,10509200,0,1,0
672,3,1083,1,1,3,3,0,3,1,4,27,1980,7155650,0,1,0
673,3,1218,2,1,4,2,1,1,1,4,35,1976,12919650,1,0,0
674,7,1903,2,1,5,4,0,2,1,6,28,1982,13953400,0,0,1
675,3,860,1,1,3,2,1,2,3,5,6,2002,12370100,1,0,0
676,1,1003,1,1,3,5,0,3,1,1,31,1979,6329250,1,0,0
677,3,1078,1,1,3,2,1,4,1,5,28,1986,12846400,1,0,0
678,3,1133,1,1,3,3,1,4,1,5,23,1990,9728460,0,0,1
679,5,1494,2,1,4,3,0,4,2,6,24,1984,9354680,0,1,0
680,2,626,1,1,2,5,0,4,3,5,32,1974,8173180,0,0,1
681,3,719,1,1,2,5,0,1,2,6,37,1972,7352150,0,1,0
682,1,921,1,1,3,5,1,4,1,2,33,1979,5655625,0,0,1
683,7,1867,2,1,5,3,1,4,2,5,8,2004,21988560,1,0,0
684,3,1010,1,1,3,2,0,2,3,6,36,1971,8867600,0,1,0
685,1,1404,2,2,4,2,0,1,3,2,13,1997,6569750,0,1,0
686,1,1305,1,1,3,5,0,2,1,4,38,1973,6602375,0,0,1
687,1,1647,2,2,4,2,1,4,1,6,15,1995,10239375,0,0,1
688,1,1433,2,2,4,5,1,1,1,6,6,2004,9831375,0,0,1
689,3,925,1,1,3,4,0,1,3,6,29,1978,9151000,0,0,1
690,3,964,1,1,3,1,1,3,2,6,8,2004,10066680,0,0,1
691,1,571,1,1,2,5,0,3,2,6,22,1989,7899500,1,0,0
692,6,1828,2,1,5,4,0,4,1,4,34,1977,12251920,0,0,1
693,1,1595,2,2,4,4,1,2,1,6,41,1969,9495375,0,0,1
694,2,615,1,1,2,5,1,1,3,3,28,1980,7700720,0,0,1
695,3,919,1,1,3,5,1,3,2,5,38,1974,12217100,1,0,0
696,3,1018,1,1,3,5,1,4,3,6,33,1976,11139610,0,0,1
697,7,1578,1,1,4,2,0,3,1,6,33,1980,17623460,1,0,0
698,7,1660,1,1,4,3,0,4,2,6,16,1996,13603120,0,0,1
699,3,796,1,1,2,5,1,1,3,5,39,1972,11578050,1,0,0
700,5,2416,4,2,6,5,0,3,2,5,20,1989,12966920,0,0,1
701,3,760,1,1,2,3,1,2,1,6,16,1994,8519200,0,0,1
702,4,1767,2,1,4,2,0,4,1,3,23,1986,13025260,1,0,0
703,3,817,1,1,3,4,1,2,1,5,20,1991,7824600,0,1,0
704,2,630,1,1,2,5,1,3,2,5,9,2001,8547835,0,1,0
705,2,833,1,1,3,1,0,4,1,6,10,1998,11165950,1,0,0
706,3,740,1,1,2,1,0,2,1,5,4,2003,9263000,1,0,0
707,5,1520,2,1,4,2,0,3,3,5,15,1996,13560300,1,0,0
708,3,769,1,1,2,1,0,1,3,4,34,1977,6298700,0,1,0
709,6,1638,1,1,4,5,1,2,1,6,27,1985,12727790,0,1,0
710,4,1857,3,2,5,3,1,3,1,5,8,1998,16185010,1,0,0
711,1,924,1,1,3,5,1,4,3,6,34,1976,9114000,0,0,1
712,2,600,1,1,2,4,1,1,1,4,17,1991,6826655,0,0,1
713,4,1964,3,2,5,3,0,4,3,3,44,1966,9329030,0,1,0
714,6,1914,2,1,5,1,1,1,3,5,33,1978,13596110,0,1,0
715,6,1678,1,1,4,4,1,2,1,5,17,1993,13253630,0,0,1
716,1,758,1,1,2,5,1,3,3,4,38,1972,6988500,0,1,0
717,1,1110,1,1,3,4,0,4,1,5,24,1988,6847250,0,0,1
718,4,1782,2,1,4,4,1,3,1,6,7,2004,11671340,0,0,1
719,2,1282,2,2,4,3,1,3,3,1,38,1970,9202070,0,0,1
720,3,913,1,1,3,4,1,1,3,6,34,1978,9464900,0,1,0
721,4,1545,2,1,4,2,0,1,2,3,19,1991,8308730,0,0,1
722,3,971,1,1,3,1,0,3,3,5,19,1989,12038850,1,0,0
723,2,605,1,1,2,3,1,3,1,2,27,1981,5722305,0,0,1
724,3,1014,1,1,3,5,1,3,2,5,35,1971,9176650,0,1,0
725,3,982,1,1,3,1,0,1,3,6,10,1997,12775700,1,0,0
726,4,1651,2,1,4,2,1,4,2,2,16,1996,13637220,1,0,0
727,1,1288,1,1,3,1,0,3,1,3,43,1968,4936250,0,1,0
728,4,1661,2,1,4,1,1,3,1,6,28,1976,10555860,0,0,1
729,4,1578,2,1,4,2,1,1,1,5,29,1982,9708030,0,0,1
